Call ID,E-bill Pre-enrollment Part 1,E-bill Pre-enrollment Part 2,E-bill Pre-enrollment Part 3,E-Bill TEMP T&C1,E-Billing T&C 1,E-Billing T&C 2,MOVE - Move In
6427026909121557746,1,1,1,1,1,1,1
6427027132459857611,1,1,1,,,,1
6427027282792103403,,,,,,,1
6427027282792103412,,,,1,1,1,1
6427027377340096632,1,1,1,,,,1
6427027424584736973,1,1,,,,,1
6427028107425809666,1,1,,1,1,1,1
6427028223448655014,1,1,1,1,,1,1
6427028296404371207,1,,,,,,1
6427028339412772188,1,1,1,,,,1
6427028545571202655,1,1,1,1,,1,1
6427028893404826738,1,1,1,1,,1,1
6427028953534368989,1,1,1,,,,1
6427029060900161274,,,,,,,1
6427029421677414926,1,1,1,,,,1
6427029516175085872,1,1,1,,,,1
6427029666490551236,1,1,,1,,1,1
6427030164773875294,1,1,1,,,,1
6427030323628939339,1,1,1,,,,1
6427030753125669767,1,1,1,1,1,1,1
6427031255636844503,,,,,,,1
6427031912825566955,1,1,1,,,,1
6427032793235139701,1,1,,,,,1
6427032913494224324,1,1,1,,,,1
6427033124006346128,,,,,,,1
6427033188372131925,1,1,1,1,,1,1
6427033686647046470,1,1,1,1,1,1,1
6427033862673607917,1,1,1,,,,1
6427033939983019383,1,1,1,,,,1
6427034146141449998,,,,,,,1
6427034438266324281,1,1,1,,,,1
6427035039503040401,1,1,,1,,1,1
6427035189826879709,,,,,,,1
6427035198416814313,1,1,,,,,1
6427035460468542145,1,1,,,,,1
6427035662264908365,1,1,1,,,,1
6427035958617652223,1,1,1,1,,1,1
6427036203430788560,,,,,,,1
6427036246380461584,1,1,,,,,1
6427036620042600600,1,1,1,,,,1
6427036963648376702,1,1,1,,,,1
6427037315894416158,1,1,1,1,,1,1
6427037380318925662,1,1,1,,,,1
6427037642311930982,1,1,1,,,,1
6427037895647889476,1,,,,,,1
6427037942959642003,1,1,,,,,1
6427038080398595620,1,1,1,,,,1
6427038119053301329,1,1,1,,,,1
6427038217778829475,1,1,1,,,,1
6427038527075194836,1,1,1,1,,1,1
6427038600089638949,1,1,1,1,1,1,1
6427038887852448074,,,,,,,1
6427038896383663356,,,,,,,1
6427039016642747898,1,1,,,,,1
6427039068182355564,1,1,1,1,1,1,1
6427039102600813118,1,1,1,,,,1
6427039433246183911,,1,,,,,1
6427039527802575904,1,1,1,,,,1
6427039536333791681,1,1,1,,,,1
6427039609348235832,1,1,,,,,
6427039699601267969,1,1,1,1,1,1,1
6427039875636208666,1,1,,1,,1,1
6427040442630611033,1,1,,,,,1
6427040756163224037,1,1,1,,,,1
6427041005204216788,,,,,,,1
6427041499133849530,1,1,,,,,1
6427041550665064272,1,1,1,1,,1,1
6427041627982868593,1,1,1,1,,1,1
6427041688171128300,1,1,1,,,,1
6427041890034591442,1,1,,,,,1
6427041971580252920,1,1,1,1,1,1,1
6427042237926942788,1,1,1,1,1,1,1
6427042413961885260,,,,1,1,1,1
6427042512804850076,1,1,1,,,,1
6427042598645479335,,1,,,,,1
6427042791977724630,1,1,1,,,,1
6427042843450222393,1,1,1,,,,1
6427043418975840925,1,1,1,,,,1
6427043608021511703,1,1,,1,,,1
6427043672446021207,,,,,,,1
6427043715328584819,1,1,1,,,,1
6427043814179942143,1,1,1,,,,1
6427043960141721014,1,1,1,,,,1
6427043964445065346,1,1,1,,,,1
6427044011681328635,1,1,,,,,1
6427044179185053406,1,1,1,,,,1
6427044179193430551,1,1,1,,,,1
6427044484136109015,1,1,1,,,,1
6427044724654278007,,,,,,,1
6427044797668722144,,,,,,,1
6427045287286617495,,1,1,,1,,1
6427045420438981060,1,1,1,1,,1,1
6427045776921267238,1,1,1,1,,1,1
6427046477000937880,1,1,1,1,,1,1
6427047589456199313,1,1,1,1,,1,1
6427048001714330732,1,1,,,,,1
6427048212226441558,1,1,1,,,,1
6427048392556355403,1,1,1,1,,1,1
6427048594419818698,,1,,,,,1
6427049242959881718,1,,1,,,,
6427049642450552651,1,,,,,,1
6427049891491549748,,,,,,,1
6427049955924454183,1,1,1,,,,1
6427050703248765211,1,1,1,,,,1
6427050720428634434,,,,,,,1
6427050733313536380,1,1,1,,,,1
6427050844982686305,1,1,1,,,,1
6427050926578669521,1,1,,1,,1,1
6427050943758538723,1,1,1,1,,1,1
6427050982480350427,1,1,,,,,
6427051261594514781,1,1,,1,,1,1
6427051274479416704,,,,,,,1
6427051777049301079,1,1,1,,,,1
6427052103399710178,1,1,1,,,,1
6427052249436994976,1,1,1,,,,1
6427052498536702012,1,1,1,,,,1
6427052623099134042,1,1,,,,,1
6427053675357743026,,,,,,,1
6427054345439746802,,,,,,,1
6427054439870303833,1,1,1,,,,1
6427055221613076180,1,1,1,1,1,1,1
6427055582331606574,,,,,,,1
6427055586626573881,,,,,,,1
6427055629567865613,,,,,,,1
6427055904512876958,1,1,1,,,,1
6427057759938750753,1,1,1,,,,1
6427058442771432787,,,,,,,1
6427058584572472370,1,,,,,,1
6427058730542640986,1,1,,,,,1
6427058739124176676,1,1,1,,,,1
6427059409139075836,,,,,,,1
6427059477866951956,1,1,1,1,1,1,1
6427059619592473670,1,1,1,1,,1,1
6427059976083159237,1,1,,1,,1,
6427060178005340866,1,1,,,,,1
6427060186536557114,1,1,1,,,,1
6427060216660046572,1,1,,,,,1
6427060439931228377,1,1,1,,,,1
6427060620319855155,,,,,,,1
6427061011161879672,1,1,1,,,,1
6427062119263443797,1,1,1,1,,1,1
6427062183755070069,1,1,1,,,,1
6427062213761108245,1,1,,,,,1
6427062385559800417,1,1,1,,,,1
6427062879481040222,1,1,1,,,,1
6427063145769013042,1,1,,1,1,1,1
6427063424941887770,1,1,1,1,,1,1
6427063493661364659,1,1,1,1,1,1,1
6427063510899965681,1,1,1,,,,1
6427063566675808848,1,1,1,1,,1,1
6427063643985220294,1,1,1,1,,1,1
6427063991869187682,,,,,,,1
6427064657656218430,1,1,,,,,1
6427064872404583400,1,1,1,,,,1
6427065065678111939,1,1,,,,,1
6427065091380817409,,,,,,,1
6427065357668790320,1,1,1,,,,1
6427065937497760774,1,1,1,1,,1,1
6427066319749850896,1,1,1,1,,1,1
6427066650462333277,1,1,1,,,,1
6427066680527104406,1,1,1,,,,1
6427066749305293708,,,,,,,1
6427067350542003893,1,1,1,1,1,1,1
6427067565281984111,1,1,1,1,,1,1
6427067608240042249,1,1,1,,,,1
6427067758555512815,1,1,1,,,,1
6427067870291759125,1,1,1,1,1,1,1
6427068312606278522,,,,,,,1
6427068462938535845,1,1,,,,,1
6427068514536854292,1,1,1,1,,1,1
6427068630442260749,1,1,1,1,1,1,1
6427068870960429778,,,,1,,1,1
6427069433659856536,1,1,1,,,,1
6427070030593199834,1,,,,,,1
6427070614717138697,1,1,,,,,1
6427070825170536562,1,1,1,1,,1,1
6427071005617888464,,,,,,,1
6427071834487852838,1,1,1,,,,1
6427071963328485970,,,,,,,1
6427072568927261820,1,1,1,,,,1
6427073054258567149,1,1,1,,,,1
6427073741453335665,,,,,,,1
6427073913252027796,1,1,1,1,,1,1
6427075034238494171,1,1,1,,,,1
6427075244691892057,1,1,1,1,1,1,1
6427075369245943861,1,1,1,,,,1
6427075506676509777,1,1,,,,,1
6427075579690953922,1,1,,,,,1
6427075906108468781,,1,,1,,1,1
6427076455872671862,1,1,,,,,1
6427076473052541072,,,,,,,1
6427076520288792965,1,1,1,1,,1,1
6427076541763629515,,,,,,,1
6427076546058596820,,,,,,,1
6427076851009663894,1,1,1,,,,1
6427076885428122631,1,1,1,1,,1,1
6427076889655980945,1,1,1,,,,1
6427076889723089932,1,1,1,1,,1,1
6427077233253365073,,,,,,,1
6427077379290642219,1,1,1,,,,1
6427077495254759362,1,1,1,,,,1
6427077671348418853,1,,,,,,1
6427077843205830516,1,1,1,,,,1
6427077929046456971,1,1,1,,,,1
6427077950521293507,1,1,1,,,,1
6427078246932756775,1,,,,,,1
6427078487450925584,,,,,,,1
6427078500277108345,1,1,1,,,,1
6427078547580467784,1,1,1,,,,1
6427078642011029363,1,1,,,,,1
6427079020026870837,1,1,1,,,,1
6427079131637285547,1,1,1,1,1,1,1
6427079385040356541,1,1,1,1,1,1,1
6427079539717914252,1,1,,,,,1
6427079543954146785,1,1,,,,,1
6427079608437391073,1,1,1,,,1,1
6427079612665233996,,,,,,,1
6427079973509595188,1,1,1,,,,1
6427080368646586825,1,1,1,,,,1
6427080488838563651,,,,,,,1
6427080493133530960,1,1,1,,,,1
6427080948408455218,1,1,,,,,1
6427081077316191303,,,,,,,1
6427081279120937704,1,1,1,,,,1
6427081489565945127,1,1,,,,,1
6427081661431744064,1,1,,,,,1
6427082103754660201,,,,,,,1
6427082258373483165,,,,,,,1
6427082700813830752,1,1,1,,,,1
6427082722221561047,1,1,1,,,,1
6427083297814285389,,,,,,,1
6427083405121362148,1,1,1,,,,1
6427083521085479356,,,,,,,1
6427083933410731436,1,1,,,,,1
6427084053669816013,1,,1,,,,1
6427084105201032528,1,1,1,,,,1
6427084444503449505,1,1,,,,,1
6427084453101775302,1,1,1,,,,1
6427084646375303992,1,,,,,,
6427085058692164969,1,1,1,,,,1
6427085105928414091,1,1,,,,,1
6427085178951249497,1,1,1,,,,1
6427085256260661009,1,1,1,,,,1
6427085294915366749,1,1,1,1,,1,1
6427085355044909004,1,1,1,,,,1
6427085393699614730,,,,,,,1
6427085539720111557,1,1,1,1,,1,1
6427085707290940736,1,1,1,1,1,1,1
6427085750181900883,1,1,1,1,1,1,1
6427086128197736058,,1,1,,,,1
6427086153908827481,,,,,,,1
6427086321412552362,1,1,1,1,1,1,1
6427086695066315802,,,,1,,1,1
6427086746605923450,,,,,,,1
6427087811757814582,1,1,1,1,,1,1
6427087919140372739,1,1,,,,,1
6427088825378473740,1,1,1,,,,1
6427089083068136133,1,1,,1,,1,1
6427089392314157616,1,1,1,1,1,1,1
6427089701610529398,1,1,1,1,1,1,1
6427090448934839477,1,1,1,,,,1
6427090968567157909,1,1,1,,,,1
6427091286394738432,1,1,,,,,1
6427091535561566376,,,,,,,1
6427091612812253448,,,,,,,1
6427091745956239809,,,,,,,1
6427091943524735752,1,1,1,1,1,1,1
6427092420266106479,1,1,,,,,1
6427092785397050764,1,1,,1,,1,1
6427092879827607998,1,1,1,1,,1,1
6427092987260513873,1,1,1,,,,1
6427093060216234775,1,1,1,,,,1
6427093266366273785,1,1,1,,,,1
6427093356560587218,,,,,,,1
6427093386633749874,1,1,1,,,,1
6427093489771688050,1,1,1,1,1,1,1
6427093567013985206,,,,,,,1
6427093609963658237,1,1,1,,,,1
6427093859080153313,,,,,,,1
6427093884908679647,1,1,1,,,,1
6427094086705029003,1,1,,,,,1
6427094529095052647,1,1,1,,,,1
6427094679418908253,,,,,,,1
6427094846922633189,,,,,,,1
6427095315065677611,,1,,,,,1
6427095370908644302,1,1,1,1,,1,1
6427095448218055814,,1,,,,,1
6427095585648617833,1,1,1,1,,1,1
6427095624303323570,1,1,1,,,,1
6427095667320109057,,,,,,,1
6427095705974814753,,,,,,,1
6427095967900708007,1,,,,,,1
6427097372355016462,1,1,,,,,1
6427097393838228591,1,1,1,1,1,1,1
6427098549184433431,1,1,1,,,,1
6427098579240828622,1,1,1,,,,1
6427098935723098476,1,1,1,,,,1
6427099133299986724,1,1,1,1,,1,1
6427099360933253824,1,1,1,1,,1,1
6427099768946755514,1,,,,,,1
6427099923632687021,1,1,1,,,,1
6427099975172294620,1,1,1,,,,1
6427100297227734029,,,,,,,1
6427100378899220837,1,1,1,,,,1
6427100529223076379,1,1,1,,,,1
6427100584998935434,1,1,1,,,,1
6427100967251025418,1,1,1,1,1,1,1
6427100975899675537,1,1,1,1,,1,1
6427101439756143982,1,1,1,,,,1
6427102040984459295,1,1,,,,,1
6427102500545960861,1,1,1,,,1,1
6427102526324156805,,,,,,,1
6427102543504026044,1,1,1,,,,1
6427102749662456599,,,,,,,1
6427103187749121714,1,1,1,,,,1
6427103299418271639,1,1,,1,,1,1
6427103462627029156,1,1,,,,,1
6427103690251904003,1,1,1,1,,1,1
6427104540655429945,1,1,1,,,,1
6427104639448070364,1,,,,,,1
6427104768288696952,1,1,1,,,,1
6427105253687106754,1,1,1,1,1,1,1
6427105618759327312,1,1,1,,,,1
6427105807679160653,1,1,1,1,,1,1
6427105927929868432,,1,,,,,1
6427106043902362335,1,1,1,,,,1
6427106181400043602,1,1,1,1,1,1,1
6427106709622294336,1,1,1,,,,1
6427106967320332514,1,1,1,,,,1
6427107040326399621,1,1,1,,,,1
6427107100464318913,1,,1,,,,1
6427107809133924085,,,,,,,1
6427107895033270132,1,1,1,1,1,1,1
6427108011056113254,,,,,,,1
6427108668127384961,,,,,,,1
6427108857164671323,1,1,1,,,,1
6427108930120390522,1,1,1,1,1,1,1
6427109196408363317,1,1,,1,,1,1
6427109604430257223,1,1,1,,,,1
6427109909431659684,1,1,1,,,,1
6427110068278331668,,,,,,,1
6427110089820286296,1,1,1,,,,1
6427110227192121874,1,1,1,1,1,1,1
6427110682467050420,,,,,,,1
6427112430510348049,,,,,,,1
6427112447690217265,1,1,1,,,,1
6427112602317434837,1,1,,,,,1
6427112838599358069,1,1,1,,,,1
6427113001749393915,1,1,1,,,,1
6427113212194396824,1,1,1,,,,1
6427113843554590253,1,1,1,,,,1
6427113976706971713,1,1,1,,,,1
6427114526454391235,,,,,,,1
6427114861528956226,1,1,1,,,,1
6427114870118890824,1,1,1,,,,1
6427115037563895561,1,1,1,1,,1,1
6427115630260987698,,1,1,,,,1
6427115789183157331,1,1,1,1,1,1,1
6427116467787991346,1,1,1,1,,1,1
6427117017543806246,,,,,,,1
6427117180744183346,1,1,1,1,,1,1
6427117352542875377,1,1,,1,,1,1
6427117511465046092,1,,1,,,,1
6427117541588534997,1,1,,1,1,1,1
6427117601659359447,1,1,1,1,,1,1
6427118207249749294,1,1,1,1,,1,1
6427118228724585814,1,1,,,,,1
6427118293140714297,1,1,,1,,1,1
6427118576675654306,1,1,1,,,,1
6427118593796806578,1,1,1,1,,1,1
6427118688286087254,1,1,1,,,,1
6427119014703602399,,,,,,,1
6427119684710119736,1,1,1,,,,1
6427119804969204209,,,,,,,1
6427119946770223067,1,1,1,,,,1
6427120028307503856,1,1,1,,,,1
6427120359028368454,1,1,1,,,,1
6427120664029762116,1,1,1,,,,1
6427121312502710657,,,,,,,1
6427121346870848302,1,1,1,,,,1
6427121437056762457,1,1,1,,,,1
6427121802137382522,1,1,1,1,,1,1
6427121999697479164,1,1,1,,,,1
6427122154324701340,,,,1,1,1,1
6427122210217990245,1,1,1,,,,1
6427122472152281777,1,1,1,,,,1
6427122674074458742,1,,1,,,,1
6427122953247333277,1,1,1,1,,1,1
6427122966065122065,,,,,,,1
6427123292491036704,1,1,1,1,,1,1
6427123335432310007,1,1,,,1,,1
6427123640442101396,1,1,,1,,1,1
6427123760634072910,,,,1,1,1,
6427124078528765962,1,,1,,1,1,1
6427124821499380321,1,1,,,,,1
6427124980404786800,1,1,,1,1,1,1
6427125203810198540,1,1,1,1,1,1,1
6427125504390797613,1,1,1,,,,1
6427125774973737615,1,1,1,,,,1
6427126170177841052,1,1,1,,,,1
6427126629739342100,1,1,1,,,,1
6427126797243066738,1,1,1,,,,1
6427128390608824396,1,1,1,,,,1
6427128420673595517,1,1,1,1,,1,1
6427128845942468572,1,1,,,,,1
6427128893119998729,,,,,,,1
6427129094991846956,1,1,1,1,1,1,1
6427129567429865279,,,,,,,1
6427129782186615525,1,1,1,1,,1,1
6427129872372543703,,,,,,,1
6427130031294719085,,1,,1,,1,1
6427130508094813580,1,1,,,,,1
6427130967656314686,,1,,,,,1
6427131547409791546,,1,,,,,1
6427131719216869063,1,1,1,,,,1
6427131933965234197,,,,,,,1
6427132006979678333,1,1,,1,1,1,1
6427132642626453385,1,1,1,,,,1
6427132969052353973,1,1,,,,,1
6427133437203789933,1,,,,,,1
6427133656305844212,1,1,1,,,,1
6427134051442819414,1,1,1,1,,1,1
6427134150168362210,,,,,,,1
6427134493765746480,1,1,1,,,,1
6427135378587714970,1,1,1,,,,1
6427136087190212980,1,1,,,,,1
6427136568226550777,1,1,1,,,,1
6427136628423199197,1,1,1,1,,1,1
6427136761567185489,1,1,1,,,,1
6427136976256831365,1,1,1,,,,1
6427137109459536726,,,,,,,1
6427137629083474302,1,1,1,1,,1,1
6427137654920383777,1,1,1,,,,1
6427138032810400613,1,1,1,,,,1
6427138586928287701,1,1,1,,,,1
6427138621229308209,,,,,,,1
6427138780143098427,1,1,1,,,,1
6427138870329024305,,,,,,,1
6427139102265646128,1,1,1,1,,1,1
6427139351373749682,1,,,,,,1
6427139536116060790,,,,,,,1
6427139694962746027,1,1,1,1,,1,1
6427139712209720140,1,1,1,,,,1
6427140163114181907,,,,1,1,1,1
6427140244726948773,,,,,,,1
6427140734411937462,1,1,1,1,1,1,1
6427141760850406723,,,,,,,1
6427142117391407892,,,,,,,1
6427142744389529842,,1,1,,,,1
6427143087986913923,1,1,,1,,1,1
6427143740821943622,,,,,,,1
6427143946988763523,1,1,1,1,,1,1
6427144071601529134,,,,,,,1
6427144767386231662,1,1,1,1,,1,1
6427144977839629360,1,1,1,,,,1
6427145046500392788,1,1,1,,,,1
6427145059376904912,,,,,,,1
6427145475988733048,,,,,,,1
6427147309948144312,1,1,,1,,1,1
6427147520401542097,1,1,1,,,,1
6427147559056247846,,,,,,,1
6427147722256614690,1,1,,,,,1
6427147859762687314,1,1,1,,,,1
6427148216244973231,1,1,1,,,,1
6427149861217448796,1,1,1,1,1,1,1
6427150200519865409,,,,,,,1
6427150827517972366,,,,,,,1
6427151072398227077,1,1,1,,,,1
6427151128165683414,,,,,,,1
6427151480361393626,,,,,,,1
6427151854023548726,1,1,1,1,,1,1
6427152012937338852,1,1,,,,,1
6427153013664719816,1,1,,,,,1
6427153361557071116,,,,1,1,1,1
6427153580659129453,,,,,,,1
6427154723061705142,,,,,,,1
6427154869149319069,1,1,1,,,,1
6427154989349677775,1,,,,,,1
6427155015119481573,1,1,,1,1,1,1
6427155569170263282,1,1,1,1,,1,1
6427155637948449153,1,1,1,1,,1,1
6427157716645520936,,,,,,,1
6427157746777392538,,,,,,,1
6427158322235910040,,,,,,,1
6427160968002866107,1,,,,,,1
6427161461865397130,1,1,1,1,,1,1
6427161633664089115,1,1,1,1,,1,1
6427164880650976164,1,1,1,1,1,1,1
6427170425520854647,1,1,1,,,,1
6428123336962817675,1,1,,,,,1
6428123448631967626,1,,,,,,1
6428123667683682187,1,1,1,,,,1
6428123783639401141,1,1,,,,,1
6428123860948812624,1,1,1,1,1,1,1
6428123873833714544,1,1,,1,,1,1
6428124118655249368,1,1,1,,,,1
6428124204546197071,1,1,1,,,,1
6428124526668744933,1,1,1,,,,1
6428124586798287204,1,1,1,,,,1
6428124896035933228,1,,,,,,1
6428124973345344700,1,1,,,,,1
6428125020589985038,1,1,1,1,1,1,1
6428125411440408123,1,1,1,,,,1
6428125948311321184,1,1,1,1,,1,1
6428126403569457133,1,1,,,,,1
6428126691332266460,1,1,1,,,,1
6428127013454814259,1,1,1,,,,1
6428127455836446526,1,1,1,1,1,1,1
6428127911102980736,,,,,,,1
6428128387844351563,1,1,1,,,,1
6428129169528400923,1,1,1,,,,1
6428129186716652161,1,1,1,,,,1
6428129354220377016,1,,,,,,1
6428129564673774930,1,1,1,1,1,1,1
6428129624803317188,,,1,1,,1,1
6428129710702663225,,,,,,,1
6428129727882532436,1,1,1,1,1,1,1
6428130011341992432,,,,,,,1
6428130342062856746,1,1,1,,,,1
6428130634112251603,1,1,1,1,,1,1
6428130651359229767,1,1,,,,,1
6428130694241793891,,,,,,,1
6428130711430045033,1,1,1,,,,1
6428130900400224429,,,,,,,1
6428130930473377725,1,1,1,,,,1
6428130934768345022,1,1,1,,,,1
6428131093682135336,1,1,1,1,1,1,1
6428131128033491568,1,1,1,,,,1
6428131132395567704,1,1,1,1,1,1,1
6428131179640208035,1,1,1,,,,1
6428131261177478010,1,1,1,,,,1
6428131278357347237,1,1,1,,,,1
6428131286947281844,1,1,1,,,,1
6428131445861072154,,,,,,,1
6428131475925843275,1,1,1,1,,1,1
6428131682151382424,1,1,1,,,,1
6428131853891348414,1,1,1,,,,1
6428132051459844487,1,1,1,,,,1
6428132236143438622,,,,,,,1
6428132253314909076,1,1,,1,1,1,1
6428132382172327125,1,,,,,,1
6428132614100561745,1,1,1,1,,1,1
6428132897560004828,1,1,1,,,,1
6428132906217047013,1,1,1,,,,1
6428133443020852501,1,1,1,1,,1,1
6428133546108467334,1,1,1,,,,1
6428133722193727407,1,1,1,,,,1
6428133863936047859,1,1,1,,,,1
6428133898287386962,1,1,1,,,,1
6428134138813955402,1,1,1,,,,1
6428134250541812425,1,1,1,1,1,1,1
6428134336382451569,1,1,1,1,,1,1
6428134662858673496,1,1,1,,,,1
6428135105173199742,,,,,,,1
6428135311398736114,1,1,,1,,1,1
6428135496023607965,1,1,1,1,,1,1
6428135517498444487,1,1,1,,,,1
6428135676470956824,,,,1,,1,1
6428135929815305836,1,1,1,,,,1
6428135959871693525,1,1,1,1,,1,1
6428136282061346547,1,1,1,,,,1
6428136333533849178,,,1,,,,1
6428136428031513457,1,1,1,,,,1
6428136462391251896,,,,,,,1
6428136848938309451,1,1,1,,,,1
6428136930542688349,,,,,,,1
6428137033680624435,1,1,1,,,,1
6428137561902882338,,,,,,,1
6428137587664302268,1,1,1,,,,1
6428137630622359242,1,1,1,1,1,1,
6428137690751901546,1,1,1,1,1,1,1
6428137707990490804,1,1,,1,,1,1
6428137733701574635,,,,1,,1,1
6428137793822732887,1,1,1,,,,1
6428138141782188402,1,1,1,,,,1
6428138313513776705,1,1,1,,,,1
6428138450952730447,1,1,1,,,,1
6428138472427566994,1,1,1,1,,1,1
6428138532557109264,1,1,1,,,,1
6428138545442011187,1,1,1,,,,1
6428138880516564619,1,1,1,,,,1
6428139047961570510,1,1,1,,,,1
6428139082321308995,1,1,1,1,1,1,1
6428139378732771750,1,1,1,1,,1,1
6428139546177778239,1,1,1,,,,1
6428139675085515704,1,1,1,1,,1,1
6428139756689894433,1,1,1,,,,1
6428139821055685916,,,,,,,1
6428139919839933987,1,1,1,,,,1
6428140001444312844,,,,,,,1
6428140241962482128,1,,,,,,1
6428140310740676378,,,,,,,1
6428140366508132893,1,1,1,1,1,1,1
6428140400867871387,1,1,1,1,1,1,1
6428140448120912969,1,1,1,1,,1,1
6428140546905161147,1,1,1,,,,1
6428140688639082426,1,1,,,,,1
6428140688697799049,1,1,1,,,,1
6428140856142791042,1,1,1,,,,1
6428140959213621217,1,1,1,,,,1
6428140967803555826,1,1,1,,,,1
6428141122489496627,1,1,1,1,1,1,1
6428141156782117260,1,1,1,1,,1,1
6428141165439169680,1,1,1,,,,1
6428141380120417165,1,1,1,,,,1
6428142084495055514,,,,,,,1
6428142136043048948,1,1,1,,,,1
6428142642840805344,1,1,1,1,,1,1
6428142715922365991,1,1,1,,,,1
6428142767403243204,1,1,,,,,1
6428143106764374228,1,1,1,,,,1
6428143265619450886,,,,,,,1
6428143652225221821,1,1,1,,,,1
6428143793959142818,1,1,1,1,,1,1
6428143845440037542,,,,,,,1
6428143862619906786,,,,,,,1
6428143987232671450,,,,,,,1
6428144107433043401,1,1,,,,,1
6428144120317945318,1,1,,,,,1
6428144193324002847,1,1,1,,,,1
6428144317886441494,1,1,1,,,,1
6428144446727073954,1,1,1,1,,1,1
6428144841864066198,,,,,,,1
6428145211239641520,1,1,1,1,1,1,1
6428145249953058368,1,1,1,,,,1
6428145322967502497,1,1,,,,,
6428145606435344462,1,1,1,,,,1
6428146126067678131,1,1,1,,,,1
6428146177665995849,,,,,,,1
6428146194787155154,1,1,,,,,1
6428146246326762882,1,1,1,,,,1
6428146254916697511,1,1,1,1,1,1,1
6428146297866370587,1,1,1,,,,1
6428146431010340883,1,1,1,,,,1
6428146435305308190,,,,,,,1
6428146508311364772,1,1,,1,,1,1
6428146534081168596,1,1,,,,,1
6428146757427856419,1,1,1,1,,1,1
6428146796082562215,1,1,1,1,,1,1
6428146916333259100,,,,,,,1
6428146950760110715,1,1,1,,,,1
6428146963586287418,1,1,1,,,,
6428147049477245602,1,1,,,,,1
6428147062429260604,,,,,,,1
6428147242817887361,1,1,1,,,,1
6428147294357495013,,,,,,,1
6428147328658508818,1,1,1,1,,1,1
6428147414557855010,1,1,1,,,,1
6428147466097462689,,,,,,,1
6428147474679009192,1,1,1,,,,1
6428147474746121868,1,,,,,,1
6428147551988420778,1,1,1,,,,1
6428147594946481985,1,1,1,1,,1,1
6428147689435762822,,1,,,,,1
6428147865588146545,1,1,,,,,1
6428147874119357116,1,1,1,1,1,1,1
6428148114696250184,1,1,1,1,1,1,1
6428148170463713326,1,1,1,1,,1,1
6428148290722798052,1,1,1,,,,1
6428148402391948079,,,,,,,1
6428148453931555802,1,1,1,,,,1
6428148548420836546,,,,,,,1
6428148630033603576,1,1,1,1,1,1,1
6428148630092326641,1,1,1,,,,1
6428148758874234652,,,,,,,1
6428148776062492093,1,1,1,,,,1
6428148849068548128,,,,1,,1,1
6428149038055498007,1,1,,,,,1
6428149274337422260,1,1,1,,,,1
6428149330171997191,1,,,,,,1
6428149338703209701,1,1,1,,,,1
6428149416071343260,1,1,1,,,,1
6428149995891929257,1,1,1,,,,1
6428150232115130957,1,1,1,,,,1
6428150661544751944,1,1,1,,,,1
6428150777517258106,1,1,1,,,,1
6428150781803836545,1,1,1,,,,1
6428151013732071145,1,1,1,,,,1
6428151048100198516,1,1,1,1,,1,1
6428151065280067759,1,1,1,,,,1
6428151292913335055,1,1,,,,,1
6428151387402615839,1,1,1,,,,1
6428151391689194362,,,,1,1,1,1
6428151395984161678,1,1,1,,,,1
6428151529136537050,1,1,1,1,,1,1
6428151593561046717,,,,,,,1
6428151834070826980,1,1,1,,,,1
6428151868438938304,1,1,1,,,,1
6428151919978545988,1,1,1,1,,1,1
6428151971518153668,1,,,,,,1
6428152053122532583,1,1,,,,,1
6428152181963162611,1,1,1,1,,1,1
6428152740317301897,1,1,1,,,,1
6428153113971068213,1,1,,1,1,1,1
6428153182690545148,1,1,1,1,,1,1
6428153397438910535,1,,,,,,1
6428153599369480626,1,1,1,1,,1,1
6428154063167232891,1,1,1,,,,1
6428154290859216460,1,1,1,1,1,1,1
6428154462590802618,1,1,1,,,,1
6428154527023702192,1,,,1,,1,1
6428154578554919924,1,1,1,,,,1
6428154664521371853,1,1,1,,,,1
6428154887859671582,1,1,1,,,,1
6428154982290236872,1,1,,,,,1
6428155523447727463,1,1,1,,,,1
6428155725319581327,1,,,,,,1
6428155983009229290,1,1,,,,,1
6428156086096835182,1,1,1,,,,1
6428156206355919818,,,,,,,1
6428156275067006209,1,1,1,,,,1
6428156305140167924,,,,,,,1
6428156318083783544,1,,,,,,1
6428156356679775644,1,1,1,,,,1
6428156455464023818,1,1,1,1,,1,1
6428156489815371599,1,,,,,,1
6428156571486854377,1,1,,,,,1
6428157116880598279,1,1,,,,,1
6428157404710510921,1,1,,,,,1
6428157451888048117,1,1,1,,,,1
6428157490542753870,,,,,,,1
6428157529205834324,,,,,,,1
6428157542149464619,1,1,1,,,,1
6428158134854952321,1,1,,,,,1
6428158156271061248,,,,,,,1
6428158242170407379,1,1,1,,,,1
6428158418255675693,,,,,,,1
6428158688847007613,1,1,1,,,,1
6428158813459786049,1,1,1,1,,1,1
6428158920833968649,1,1,1,,,,1
6428158929423903260,,,,,,,1
6428158955134980713,,,,1,,1,1
6428159418991449824,1,1,,,,,1
6428159474884750681,,,,,,,1
6428160071818089034,1,1,1,1,,1,1
6428160106177827513,1,1,,,,,1
6428160393949028689,,,,,,,1
6428160488429917768,1,1,1,1,,1,1
6428160668826936348,1,1,,1,,1,1
6428160746127956197,1,,,,,,1
6428160986713241277,1,1,1,1,,1,1
