Call ID,E-bill Pre-enrollment Part 1,E-bill Pre-enrollment Part 2,E-bill Pre-enrollment Part 3,E-Bill TEMP T&C1,E-Billing T&C 1,E-Billing T&C 2,MOVE - Move In
6428161081143797893,1,1,1,1,,1,1
6428161214279392658,1,1,,1,1,1,1
6428161295883771499,1,1,1,,,,1
6428161334546869167,1,1,1,1,1,1,1
6428161579360005753,1,1,,,,,1
6428162129174543714,,,,,,,1
6428162330970892241,1,1,1,,,,1
6428162395403794303,1,1,,,,,1
6428162708928015112,1,1,1,1,1,1,1
6428162812007230420,1,1,1,,,,1
6428163035353923296,1,1,1,,,,1
6428163254397239682,,,,,,,1
6428163434844587282,1,1,,1,,1,1
6428163482030506929,,1,1,1,1,1,1
6428163550741607102,1,1,,,,,1
6428163606584558880,1,1,1,1,,1,1
6428163649592952387,1,1,1,,,,1
6428163696778872379,1,1,1,,,,1
6428163817029580058,,,,,,,1
6428163958763501139,,,,,,,1
6428163988836649326,1,1,,,,,1
6428164160635341620,1,1,,,,,1
6428164418325002772,1,1,1,1,1,1,1
6428164495642791586,1,1,1,1,,1,1
6428164542879054631,1,1,,,,,1
6428164882248568176,,,,,,,1
6428165032513705017,1,1,1,1,,1,1
6428165157126475540,1,1,1,1,,1,1
6428165200017430029,1,1,1,1,,1,1
6428165436232237899,1,1,,,,,1
6428165436299350233,1,1,1,,,,1
6428165973103151153,,,,,,,1
6428166376838472601,,,,,,,1
6428166540047230303,1,1,1,,,,1
6428166561580783508,1,1,1,,,,1
6428167051207056149,1,1,,1,,1,1
6428167171407424729,1,1,,,,,1
6428167222947032481,1,1,1,,,,1
6428167454875267350,1,1,,1,,1,1
6428167506406479695,1,1,,,,,1
6428167725458207856,1,1,1,1,1,1,1
6428167781292782886,1,1,1,,,,1
6428167862888766222,1,1,1,1,,1,1
6428167905838439359,,,,,,,1
6428167953091475173,1,1,1,,,,1
6428168223733130011,,,,,,,1
6428168305278794495,1,1,,,,,1
6428168425537879174,,,,1,,1,1
6428168743365443682,,,,,,,1
6428168782011769967,,,,,,,1
6428168786315116789,1,1,1,,,,1
6428168837854724529,1,1,,,,,1
6428168850739626439,1,1,1,,,,1
6428169048308122595,,,,,,,1
6428169297407846707,1,1,1,,,,1
6428169353250801483,1,1,1,1,1,1,1
6428169409076996644,1,1,1,,,,1
6428169778444184995,1,1,1,1,1,1,1
6428169898711649735,1,1,1,,,,1
6428170001782484881,1,1,1,1,,1,1
6428170190769426591,,,,,,,1
6428170311087238905,1,1,1,,,,1
6428170353978184295,,,,,,,1
6428170371158053518,1,1,,1,,1,1
6428170577316484413,1,1,1,,,,1
6428170633209786561,1,1,1,,,,1
6428170710452090493,1,1,1,,,,1
6428170783466534684,1,,1,,,,1
6428171101361222525,1,1,1,1,,1,1
6428171277396155857,1,1,1,,,,1
6428171346115632799,1,1,1,,,,1
6428171380475371269,,,,,,,1
6428171453481434474,1,1,1,,,,1
6428171586633802092,1,1,1,,,,1
6428171990352331360,1,1,1,,,,1
6428172252345337124,1,1,1,1,,1,1
6428172269592328799,1,,,,,,1
6428172694735367979,1,1,,,,,1
6428172750569942968,,,,,,,1
6428172870887751158,,,,,,,1
6428172922360237077,1,1,1,,,,1
6428173012562948791,,,,,,,1
6428173089872360380,1,1,1,,1,,1
6428173171535462369,,,,,,,1
6428173424938516826,1,1,,,,,1
6428173454944581699,1,1,1,,,,1
6428173467829483612,1,1,1,1,1,1,1
6428173592442241662,1,1,1,,,,1
6428173862966476072,1,1,,1,1,1,1
6428173871556410676,1,1,1,1,,1,1
6428174386952471386,1,1,1,,,,1
6428174627462257990,,,,,,,1
6428174867988809948,1,1,1,,,,1
6428174889455263637,,,,,,,1
6428175069910993779,,,,1,1,1,1
6428175117155634145,1,1,1,,,,1
6428175142866717601,1,1,1,1,,1,1
6428175160038204015,1,1,1,1,,1,1
6428175181580143702,,,,,,,1
6428175211644914821,1,1,1,1,,1,1
6428175374853672316,1,1,1,,,,1
6428175387671471265,,,,,,,1
6428175443514429149,,,,,,,1
6428175559470163583,1,1,1,1,,1,1
6428175666852729237,1,1,1,,,,1
6428175735572206165,,,,,,,1
6428175821463169296,,,,1,1,1,1
6428175976081992269,1,1,1,,,,1
6428176019098767730,,,,,,,1
6428176732063339903,1,1,1,1,1,1,1
6428176779240878638,1,1,1,1,,1,1
6428176822257653242,,1,,,,,1
6428177148616450561,,,,,,,1
6428177187262772669,,,,,,,1
6428177560924928322,1,1,1,,,,1
6428177681192396919,1,,,,,,1
6428177895932378209,,,,1,1,1,1
6428177938882051268,1,1,1,,,,1
6428178252423048973,,,,,,,1
6428178441401610591,,1,1,1,,1,1
6428178772105692373,1,1,1,,,,1
6428178939676533333,1,,1,,,,1
6428178948199351929,1,1,1,1,,1,1
6428179128596379746,,,,,,,1
6428179150062815370,1,1,1,,,,1
6428179648279023022,1,1,,,,,1
6428179764251541487,1,1,1,,,,1
6428179944631767079,1,1,1,,,,1
6428180219518059725,1,1,1,,,,1
6428180283942569360,,,,,,,1
6428180391316752032,1,1,1,,,,1
6428180468684893037,1,1,1,,,,1
6428180528755705931,1,1,1,,,,1
6428180545935575162,1,1,,1,,1,1
6428180580354042911,,,,,,,1
6428181069921586611,1,1,1,,,,1
6428181099986357741,1,1,1,,,,1
6428181288964919317,1,1,1,1,,1,1
6428181452173677067,1,1,1,1,1,1,1
6428181482238448270,1,1,1,1,1,1,1
6428182036289231267,,,,,,,1
6428182096477500562,1,1,1,1,,1,1
6428182598929948549,1,1,1,,,,1
6428182689115875991,,1,,,,,1
6428182813669927885,1,1,,,,,1
6428182826554829820,1,1,1,,,,1
6428183054196483217,1,1,1,,,,1
6428183281829750591,1,1,,,,,1
6428183513757985267,1,1,1,1,,1,1
6428183535291546843,1,1,1,,,,1
6428183655550631299,1,1,1,,,,1
6428183913181558141,1,1,1,1,,1,1
6428184050687623089,1,1,1,1,,1,1
6428184089342328798,1,1,1,,,,1
6428184192354432966,1,1,1,1,,1,1
6428184269663844453,,,,,,,1
6428184424349761965,1,1,1,1,1,1,1
6428184621918257876,1,1,1,,,,1
6428184759290117241,1,1,1,1,,1,1
6428185034176412202,1,1,1,1,1,1,1
6428185545336227763,,,,,,,1
6428185588218790914,1,1,1,1,,1,1
6428185613996982610,1,1,1,,,,1
6428185790149363968,1,1,1,,,,1
6428185991954105544,1,1,1,,,,1
6428186039190358000,1,,1,,,,1
6428186052075259905,1,1,1,,,,1
6428186206761192267,1,1,1,,,,1
6428186215292405501,1,1,1,,,,1
6428186537414953609,1,1,1,,,,1
6428186988378132214,1,1,1,,,,1
6428187039984848983,,,,,,,1
6428187117235540102,1,1,1,,,,1
6428187250379526619,1,1,1,,,,1
6428187276149330460,,,,,,,1
6428187396408415101,1,1,1,,,,1
6428187551027238181,1,1,1,,,,1
6428187735702443383,1,1,1,1,,,1
6428187748654453947,1,1,,,,,1
6428188148027693885,1,1,1,,,,1
6428188255401876506,1,1,1,1,1,1,1
6428188328416320706,1,1,,1,,1,1
6428188478740176594,,,,,,,1
6428188745028149626,1,,,1,1,1,1
6428188895352005432,1,1,1,,,,1
6428189071437275531,1,1,1,,,1,1
6428189226064488182,1,1,1,,,,1
6428189531065884311,1,1,,,,,1
6428189556776970888,1,1,1,,,,1
6428189758640434296,1,,,1,,1,1
6428189870301194396,1,1,1,,,,1
6428190188137165099,1,1,,,,,1
6428190347042565312,1,,,,,,1
6428190703533241834,1,1,1,1,1,1,1
6428190875331934190,1,1,,,,,1
6428191120203785972,1,1,1,,,1,1
6428191266173959076,1,1,1,1,,1,1
6428191382138076408,1,1,1,,,,1
6428191485208901408,1,1,1,,,,1
6428192086571428866,1,1,1,,,,1
6428192266960055565,1,1,1,,,,1
6428192382924172746,,,,,,,1
6428192571902733917,1,1,1,,,,1
6428192601900384671,,,,1,,1,1
6428192614793676849,1,1,1,1,,1,1
6428192743642696027,1,1,,1,,1,1
6428192949801126781,1,1,1,,,,1
6428193134476330721,,,,,,,1
6428193362117988324,1,,,1,1,1,1
6428193770139882408,,,,,,,1
6428193898988901627,,,,,,,1
6428193989241943556,1,1,1,1,1,1,1
6428194113737266957,1,1,1,,,,1
6428194186751711161,,,,,,,1
6428194388615174595,1,1,1,,,,1
6428194427261489746,,,,,,,1
6428194483096064742,,,,,,,1
6428194577652463832,1,1,1,,,,1
6428195144529420468,1,1,1,1,,1,1
6428195277665016362,1,1,1,1,,1,1
6428195350687851173,1,1,1,,,,1
6428195501003316279,1,1,1,1,,1,1
6428195844667801618,1,1,1,,,,1
6428195994932947372,1,1,1,,,,1
6428196402954841496,,,,,,,1
6428196428783354709,1,1,,1,,1,1
6428196626293141418,,,,,,,1
6428196699366294686,,,,,,,1
6428197146042894057,1,1,,,,,1
6428197253349977296,,1,1,,,,1
6428197390856030240,1,1,,,,,1
6428197420853702194,1,1,1,1,1,1,1
6428197545474853113,,,,,,,1
6428197936316877573,,,,,,,1
6428198120933373036,1,1,1,,,,1
6428198125236731367,1,1,,,,,1
6428198215489752301,,,,,,,1
6428198335690129358,1,1,,,,,1
6428198563323380255,1,1,,,,,1
6428198623444547918,1,1,1,1,,1,1
6428198816726451415,1,1,1,,,,1
6428199125964097541,,,,,,,1
6428199160323836024,,,,1,1,1,1
6428199177562428006,,,,,,,1
6428199233338280292,1,1,1,1,1,1,1
6428199796037719540,,,,,,,1
6428200375858305334,1,1,1,1,,1,1
6428200633497622336,,,,,,,1
6428200981389974304,1,1,1,,,,1
6428201071584287754,,,,,,,1
6428201123123895454,1,1,1,,,,1
6428201200492027341,1,1,1,1,1,1,1
6428201264916536867,1,1,1,1,1,1,1
6428201286332653172,,,,1,,1,1
6428201488254836572,1,1,1,,,,1
6428201642814939535,1,1,1,1,1,1,1
6428201724478038173,1,1,,,,,1
6428201810310272451,1,1,,,,,1
6428202020830782020,1,1,1,1,,1,1
6428202050828441655,1,1,1,,,,1
6428202072311670180,1,1,1,,,,1
6428202424498989292,1,1,1,1,1,1,1
6428202467448662382,1,1,1,1,1,1,1
6428202536168139329,1,1,1,,,,1
6428202544816792887,1,1,1,,,,1
6428202647896008138,1,1,1,,,,1
6428202729433276130,1,1,,,,,1
6428202909830294977,1,1,1,,,,1
6428203317852189166,1,1,1,,,,1
6428203919147612201,,,,,,,1
6428204005046958355,1,1,1,,,,1
6428204623513858197,1,1,,,,,1
6428204645055803752,,,,,,,1
6428204833975632215,1,1,1,1,1,1,1
6428204915580011136,1,1,1,,,,1
6428204941408547637,1,1,1,1,,1,1
6428205001538089900,,1,,,,,
6428205040125686828,1,1,1,1,,,1
6428205065903866919,,,,,,,1
6428205461040859211,1,1,1,,,,1
6428205791753341950,1,1,1,,,,1
6428206062327905978,,,,,,,1
6428206234126581903,1,1,1,,,,1
6428206358680633804,1,1,1,1,,1,1
6428206715230043477,1,1,,,,,1
6428207050237493046,1,1,1,,,,1
6428207106004945312,1,1,1,,,,1
6428207191912683758,1,1,1,1,,1,1
6428207578451348970,1,1,1,,,,1
6428207617173160508,1,1,1,,,,1
6428207715957408444,1,,,1,,1,1
6428207982178275705,1,1,1,,,,1
6428208080970916140,1,1,1,1,1,1,1
6428208476166620691,,,,,,,1
6428208622195508960,1,,,,,,1
6428208952840886874,1,1,1,,,,1
6428209541259800393,1,1,1,1,,1,1
6428209609979277313,1,1,,1,,1,1
6428210241331078515,1,1,,,,,1
6428210576346921283,1,1,1,1,,1,1
6428210915640945579,1,1,1,,,,1
6428211143282605587,,,,,,,1
6428211181928918518,,1,,,,,
6428211607130681601,1,1,1,,,,1
6428211860600854704,1,,,,,,1
6428212118231790949,,,,,,,1
6428212255679121512,,,,,,,1
6428212620751342828,1,1,1,,,,1
6428212766771854132,1,1,,,,,1
6428212934283956216,1,1,1,,,,1
6428213170507158063,1,1,,,,,1
6428213707369677827,1,,,1,,1,1
6428213810516010094,1,,,,,,
6428213831932122975,1,1,1,1,,1,1
6428213840522057607,1,1,1,,,,1
6428214385974512134,,,,,,,1
6428214824069570890,,,,,,,1
6428214961508524719,1,,,,,,1
6428215047407870808,,,,,,,1
6428216052488941980,1,1,1,,,,1
6428216151206074792,,1,,,,,1
6428216275768520288,,,,,,,1
6428216366021555031,1,1,1,,,,1
6428216477623590009,1,1,1,,,,1
6428216907128714398,1,1,,1,,1,1
6428217181998228102,,,,1,,1,1
6428217289372410752,,,,,,,1
6428217358091887645,1,1,1,1,,1,1
6428217366681822255,1,1,1,1,,1,1
6428217426878478752,1,1,,,,,1
6428218122663181792,1,1,1,,,,1
6428218161317887520,1,1,1,,,,1
6428218440490762172,,,,1,1,1,1
6428218474850500594,1,1,,,,,1
6428218616517308072,1,1,,,,,1
6428218947229790510,1,1,1,,,,1
6428219389619800984,,,,,,,1
6428219531353722145,1,1,1,,,,1
6428219720391001936,1,1,,,,,1
6428219947957172709,1,1,1,1,,1,1
6428220218607209146,1,1,1,,,,1
6428221416844369860,1,1,1,,,,1
6428221550047072973,1,1,1,1,1,1,1
6428221687427310243,1,,,,,,
6428221803383032357,1,1,,,,,1
6428222129808942951,,1,1,,,,1
6428222155578746796,1,1,,1,1,1,1
6428222310197569843,1,1,1,1,1,1,1
6428222327369043590,1,1,1,,,,1
6428222366090860354,1,,,,,,1
6428222567895608203,1,1,1,,,,1
6428223104766521667,1,1,,1,1,1,1
6428223173544713260,1,1,,,,,1
6428223199255802420,,,,,,,1
6428223332399788947,1,1,,,,,1
6428223603041443436,1,1,1,,,,1
6428223654522337063,1,1,1,,,,1
6428224049650933001,1,1,1,,,,1
6428224268694265594,,,,,,,1
6428224307348971339,1,1,1,1,,1,1
6428224749738983943,,,1,,,,1
6428225595906271861,,,,,,,1
6428225617313999700,1,1,1,,,,1
6428225995338230986,1,1,,,,,1
6428226128415109061,1,1,1,,,,
6428226154193293320,1,1,1,1,,1,1
6428226330286952963,,1,1,,,,1
6428226360351724091,1,1,,,,,1
6428226416177918475,1,1,1,,,,1
6428226493554438119,,,,,,,1
6428226497782297251,1,1,,,,,1
6428226785612214636,1,1,1,,,,1
6428227348194204608,1,1,1,,,,1
6428227494281819525,1,1,,,,,1
6428227700381523962,1,1,1,1,,1,1
6428227764864759592,,,,,,,1
6428227816404367219,,,,,,,1
6428228293078614616,,,,,,,1
6428228778409920090,1,1,1,1,1,1,1
6428229147785506554,1,1,1,,,,1
6428229199316716005,1,1,,,,,1
6428229435607039967,1,1,1,,,,1
6428229504267793099,,,,,,,1
6428229538627531565,1,,,,,,1
6428229555807400831,1,,1,,,,
6428229560093969544,1,1,,,,,1
6428230024017543876,1,1,1,,,,1
6428230187167594974,1,1,1,,,,
6428230384794797222,,,,1,1,1,1
6428230994621432398,1,1,1,1,1,1,1
6428231016096268955,1,1,1,,,,1
6428231217959732411,1,1,,,,,1
6428231535846034090,1,1,1,1,1,1,1
6428231613155445514,1,1,1,,,,1
6428232051183390000,1,1,1,1,1,1,1
6428232175737441952,1,1,,,,,1
6428233262422889168,1,1,1,,,,1
6428233288133974406,1,1,1,,,,1
6428233343968549383,1,1,1,,,,1
6428233511472274366,,,,,,,1
6428233520062209001,1,1,1,,,,
6428233571601816687,1,1,1,,,,1
6428233597371620509,1,1,1,1,,1,1
6428233627436391634,1,1,1,1,1,1,1
6428234001157265078,1,1,1,,,,1
6428234039744868743,,,,,,,1
6428234847198722225,,,,,,,1
6428235027654450167,1,1,1,,,,1
6428235143559850869,1,1,1,,,,1
6428235207984360478,1,1,1,,,1,1
6428235564525362812,,,,,,,1
6428235770683793283,1,1,1,1,,1,1
6428235890884162266,,,,,,,1
6428235912350597685,,,,,,,1
6428235959595238052,,,,,,,1
6428236290374836881,1,1,1,,,,1
6428236303201023841,1,,,,,,1
6428236311849673397,,,,1,1,1,1
6428236775639026266,1,1,1,,,,1
6428236930324964993,,,,1,,1,1
6428237054820302765,1,1,1,,,,1
6428237080590106613,,,,,,,1
6428237329689808702,1,1,1,,,,1
6428237338346858671,1,1,,,,,1
6428237488611984467,1,1,,,,,1
6428237638927454734,,,,,,,1
6428238038367799620,1,1,1,1,1,1,1
6428238240231263098,1,1,1,1,,1,1
6428238321835641923,1,1,1,1,1,1,1
6428238643949804089,1,1,,,,,1
6428238755618954001,1,,,,,,1
6428238815756882198,,,,,,,1
6428238983319335252,,,,,,,1
6428239017611959641,1,1,1,,,,1
6428239056275051323,1,,,,,,1
6428239142233125388,1,1,1,1,,1,1
6428239185124070520,1,1,1,,,,1
6428239601794626716,1,1,1,,,,1
6428239730584918473,,,,,,,1
6428239807885944067,,1,,,,,1
6428239906678578059,,,,,,,1
6428239910973545374,1,1,1,,,,1
6428240014111487678,1,1,1,,,,1
6428240035527597242,1,1,1,1,,1,1
6428240125780637508,1,1,1,,,,1
6428240460788087071,1,1,1,1,,1,1
6428240589637106160,,,,1,,1,1
6428241156505678077,1,1,,1,,1,1
6428241504398029893,1,1,1,,,,1
6428241650494029751,,,,,,,1
6428241981206495616,1,1,1,1,1,1,1
6428242032687395115,1,1,1,,,,
6428242109996806628,1,1,1,,,,1
6428242114291773929,1,1,1,,,,1
6428242208839762574,,,,,,,1
6428242303270335378,1,1,1,,,,1
6428242376284779612,1,1,,1,,1,1
6428242556732114025,1,1,1,1,,1,1
6428242784306673778,1,1,1,,,,1
6428242969048975026,1,1,,,,,1
6428243252458110160,1,1,1,,,,1
6428243316882619800,1,,,,,,1
6428243329826228408,,,,,,,1
6428243424256802435,1,1,1,,,,1
6428243574580658117,1,,,,,,1
6428243583162189477,1,1,1,,,,1
6428243591752124087,,1,,,,,1
6428243703488383688,,,,,,,1
6428243785034039773,1,1,1,,,,1
6428243986956225583,1,1,1,,,,1
6428244016962274322,1,1,1,1,,1,1
6428244399273086560,1,1,1,1,,1,1
6428244562423122380,1,1,1,1,1,1,1
6428244583897958916,,,,1,,1,
6428244622611386177,1,1,1,,,,1
6428244661207370441,1,,,,,,1
6428244893135605065,1,,1,,,,
6428245503012575020,1,1,1,,,,1
6428245692058244061,1,1,,,,,1
6428245709171005677,,,,,,,1
6428245747834099214,1,1,1,,,,1
6428245829438478046,1,1,1,1,,1,1
6428245893854599895,1,1,1,1,1,1,1
6428246108611353009,1,1,1,,,,1
6428246151561026055,1,1,1,1,1,1,1
6428246241746951560,1,1,1,1,,1,1
6428246465085251434,1,1,1,,,,1
6428246503748345178,1,1,1,,,,1
6428246585352724044,1,1,1,,,,1
6428246791502766631,,,,1,,1,1
6428246928950108461,,,,,,,1
6428246971958499732,1,1,1,,,,1
6428247014908172750,,,,,,,1
6428247255426341623,1,1,1,1,,1,1
6428247306965949237,1,1,1,,,,1
6428247349848516199,1,1,1,,,,1
6428247431461283196,1,1,1,,,,1
6428247732100606351,,,,,,,1
6428247770755312084,1,1,1,1,1,1,1
6428247933972457881,1,,,,,,1
6428248011340586691,1,1,,,,,1
6428248028461738574,1,1,1,,,,1
6428248032815423198,,,,,,,1
6428249694967768744,1,1,1,1,,1,1
6428250051391339436,1,1,,,,,1
6428250150167198645,1,1,1,,,,1
6428250257549770117,1,1,,,,,1
6428250442292079197,1,1,1,1,,1,1
6428250480888069986,1,1,1,1,1,1,1
6428250536722644922,1,1,1,1,,1,1
6428250747176026580,1,1,1,1,,1,1
6428250790125699672,,,,,,,1
6428250880311624386,1,1,1,,,,1
6428251249687201371,,,,,,,1
6428251546031556625,1,,,1,,1,1
6428251614759422232,1,1,1,,,,1
6428251657709095260,1,1,,,,,1
6428251795139660351,1,1,1,1,,1,1
6428251846746386711,1,1,,,,,1
6428252112975629534,,,,,,,1
6428252675607957563,1,1,1,,,,1
6428252744327434416,1,1,1,,,,1
6428252946190897681,,,,,,,1
6428253027795276454,1,1,,,,,1
6428253199661086535,1,1,1,,,,1
6428253221068805091,1,1,,,,,1
6428253238248674302,1,1,1,,,,1
6428253246846998136,,,,,,,1
6428253599034317065,1,1,1,1,,1,1
6428253654927620449,,,,,,,1
6428253753644750626,1,1,1,,,,1
6428253792307845703,1,1,,,,,1
6428254810206707069,1,1,1,,,,1
6428255162402415800,,,,,,,1
6428255256950423512,,,,,,,1
6428255454460192455,1,1,1,1,1,1,1
6428255956971366930,1,1,1,,,,1
6428256339223456893,,,,1,1,1,1
6428256867496045069,1,1,1,,,,1
6428256901922883189,1,1,1,1,,1,1
6428257120907506370,1,1,,,,,1
6428257344245806257,1,1,1,1,1,1,1
6428257408729024687,1,1,1,,,,1
6428257885403295816,1,1,,1,,1,1
6428258306377190575,,,,,,,1
6428258688562181450,1,,,,,,
6428258714399084197,1,1,1,1,1,1,1
6428258718626952560,,,,,,,1
6428258778764885984,,,,,,,1
6428258856074281123,1,1,,,,,1
6428259633522086431,,,,,,,1
6428259706469432306,1,1,1,1,,1,1
6428259749419105338,1,1,,,,,1
6428259753722447826,1,1,,,,,1
6428260097311456838,1,1,1,,,,1
6428260144564472443,1,1,1,,,,1
6428260239045377869,1,1,1,,,,1
6428260333601756426,1,1,1,,,,1
6428260556872941906,,1,,,,,1
6428260994959606714,1,1,1,,,,1
6428261725171161558,1,1,,1,,1,1
6428261811011786254,1,1,1,,,,1
6428261884084951697,1,1,1,,,,1
6428261978515511132,1,1,1,,,,1
6428262983596580432,1,1,1,1,1,1,1
6428263009307663973,1,1,1,,,,1
6428263735157138221,1,1,1,,,,1
6428264083041097063,1,1,1,,,,1
6428264332157593381,1,1,1,1,1,1,1
6428264551200925875,1,1,1,,,,1
6428264611330468105,1,1,1,,,,1
6428265053712100198,1,1,,,,,1
6428265564813209367,1,1,,,,,1
6428266441045256782,1,1,1,1,,1,1
6428266518354668188,,,,,,,1
6428266565599308479,1,1,1,,,,1
6428266831820170275,1,1,1,,,,1
6428267347224639894,1,1,,,,,1
6428267841145879663,,,,,,,1
6428268455326203845,1,1,1,1,,1,1
6428268468211105758,1,1,1,1,,1,1
6428268738794029448,1,1,1,1,,1,1
6428268944944082661,1,1,1,,,,1
6428269430275387764,1,1,1,1,,1,1
6428269567714341394,1,,,,,,1
6428271345830803738,,,,,,,1
6428271839760421035,,,,,,,1
6428272342271595244,1,,1,1,,1,1
6428273184085186210,1,,,,,,1
6428274287891782536,,,,,,,1
6428274313661586355,,,,,,,1
6428274515525049501,1,1,1,,,,1
6428274820459333479,1,1,,1,1,1,1
6428274936423450598,1,1,1,,,,1
6428275700927630227,1,,,,,,1
6428276431072071352,1,1,1,1,,1,1
6428277685210917226,1,1,1,,,,1
6428277732455557546,,,,,,,1
6428280382441986319,1,1,1,,,,1
6428494533806332874,1,1,1,,,,1
6428494538101300175,1,1,1,,,,1
6428494576756005899,1,,1,1,,1,1
6428495010547703381,1,1,,1,,1,1
6428495521715925876,1,1,,,,,1
6428496595390637929,1,1,,1,,1,1
6428496603980572532,,,,1,,1,1
6428497991255010822,1,1,1,1,,1,1
6428498107227509778,,,,,,,1
6428498502356119672,1,1,1,,,,1
6428498721466563805,1,1,1,,,,1
6428498828782016175,1,1,,,,,1
6428499528861686347,,,,,,,1
6428500559645457176,1,1,,,,,1
6428501191005650575,1,1,1,1,,1,1
6428501410057363834,1,1,1,,,,1
6428501465891939350,,,,,,,1
6428501491653361662,1,1,1,,,,1
6428501788014487038,1,1,1,,,,1
6428502024237688816,1,1,1,1,,1,1
6428502183151479107,1,1,1,,,,1
6428502299107198034,,,,,,,1
6428502324944111808,1,1,,1,1,1,1
6428502831691541946,1,1,1,1,1,1,1
6428503793764217595,1,1,1,,,,1
6428503896843432984,1,1,1,1,1,1,1
6428503995627680955,1,1,1,,,,1
6428504300561960713,1,1,1,,,,1
6428504545375096883,1,1,1,1,1,1,1
6428504584038201437,1,1,1,,,,1
6428504669937547502,,,,,,,1
6428504691403985166,1,1,1,1,,1,1
6428504987765127845,1,1,1,1,,1,1
6428505202513492954,1,1,,,,,1
6428505975607591048,1,1,1,,,,1
6428506284903962498,1,1,1,,,,1
6428506465225480775,,,,,,,1
6428506473815415383,1,1,1,,,,1
6428506963450070675,1,1,1,,,,1
6428507513197502479,,,,,,,1
6428507826730115437,1,1,,,,,1
6428507826730115440,1,1,1,,,,1
6428507852499919238,1,1,1,,,,1
6428508239046976314,1,1,1,,,,1
6428508363668135669,1,1,1,,,,1
6428508367895995364,1,1,,,,,1
6428508389437939478,1,1,1,,,,1
6428508518219850971,1,1,1,,,,1
6428508526809785572,1,1,1,,,,1
6428508651372220645,1,1,1,1,1,1,1
6428508891949113571,,,,,,,1
6428509123810240404,,,,,,,1
6428509145293460501,1,1,,,,,1
6428509329968670955,1,1,1,,,,1
6428509355805581866,1,1,1,,,,1
6428509519014339290,1,1,1,,,,1
6428509643568391017,1,1,1,,,,1
6428509690813031316,1,1,1,1,,1,1
6428509832479845271,1,1,1,,,,1
6428509853954681793,,,,,,,1
6428509914092607766,1,1,1,,,,1
6428509948452346201,1,1,1,,,,1
6428509952738929747,1,1,1,,,,1
6428510515379646264,1,1,1,,,,1
6428510721546460804,1,1,,,,,1
6428511597711406473,1,1,1,1,1,1,1
6428512087346063218,1,1,1,,,,1
6428512456704866873,1,1,1,,,,1
6428512710116322504,1,1,1,,,,1
6428512740172708778,1,1,,,,,1
6428512942044556821,,,,,,,1
6428512959283146627,1,1,1,,,,1
6428513513333928306,1,1,,,,,1
6428513852577625227,,,,,,,1
6428514028671284697,1,1,1,,,,1
6428514209118630903,1,1,1,,,,1
6428514638615360927,1,1,1,1,,1,1
6428514801824118332,1,1,1,,,,1
6428514831821768504,,,,,,,1
6428515042283568437,1,1,1,,,,1
6428515115298012553,1,1,1,1,,1,1
6428515235548694760,1,1,1,,,,1
6428515639284007007,1,1,1,,,,1
6428515841147470263,1,,,,,,1
6428516124615312245,1,1,,,,,1
6428516545522107979,1,1,1,,,,1
6428516996493674817,,,,1,1,1,1
6428517219823588308,,,,,,,1
6428517237070577479,1,1,1,1,1,1,1
6428517241298424842,1,1,1,,,,1
6428517258545414010,1,1,,,,,1
6428517687975024503,1,1,1,1,1,1,1
6428517730991800763,1,1,1,1,,1,1
6428518160421427903,1,1,1,1,,1,1
6428518349408375757,,,,,,,1
6428518465372492940,1,1,,,,,1
6428518826149746485,,,,,,,1
6428518912049092556,1,1,,,,,1
6428519247115258222,1,1,1,,,,1
6428519594948893649,,,,1,1,1,1
6428519719502945386,1,1,,,,,1
6428519749567716575,1,1,,1,,1,1
6428519955726147106,1,,1,1,1,1,1
6428520020150656653,1,1,1,,,,1
6428520617151111765,1,1,1,,,,1
6428520926380370615,1,1,1,,,,1
6428520982223332437,1,1,1,,,,1
6428521132547188041,1,1,1,,,,1
6428521776792283469,1,1,1,,,,1
6428521940001040993,1,1,1,,,,1
6428522159044373402,,,,,,,1
6428522391031322337,1,1,,,,,1
6428522842002888905,1,1,1,1,,1,1
6428523559262428059,1,1,1,,,,1
6428523683757765908,1,1,1,,,,1
6428523919980967587,1,1,1,,,,1
6428523988692057135,1,1,1,,,,1
6428524087543405990,1,1,1,,,,1
6428524319404539331,1,1,1,1,,1,1
6428524379542469010,1,1,1,,,,1
6428524418197174738,1,1,1,,,,1
6428524456910593781,1,1,1,,,,1
6428524942174781630,1,1,1,,,,1
6428525212824838646,1,1,1,,,,1
6428525942910550942,1,1,1,,,,1
6428526608630482980,1,1,1,,,,1
6428527179919862288,1,1,,,,,1
6428527381724597546,1,1,1,,,,1
6428527609416592322,1,1,1,,,,1
6428527763968299457,1,1,1,,,,1
6428527931472024283,1,1,1,1,,1,1
6428528133402602934,1,1,1,1,1,1,1
6428528236414702708,1,1,1,,,,1
6428528743287959597,1,1,1,1,,1,1
6428528842013480552,1,1,1,,,,1
6428529116882999736,1,1,1,,,,1
6428529370353185480,1,1,1,1,,1,1
6428529636582431563,1,1,1,,,,1
6428529786897898972,1,1,1,,,,1
6428529890044228842,1,1,,1,1,1,1
6428530444036284526,1,,,,,,1
6428530667366195897,1,1,1,,,,1
6428531041095465308,1,1,1,,,,1
